META Nbins 1500 Nquantiles 101 Nssbin 3 Nsfbin 5 Nnbbin 5
index aa  aai ss lowsf highsf lownb  highnb nsamp q000    q001    q002    q003    q004    q005    q006    q007    q008    q009    q010    q011    q012    q013    q014    q015    q016    q017    q018    q019    q020    q021   q022   q023   q024   q025   q026   q027   q028   q029   q030   q031   q032   q033   q034   q035   q036   q037   q038   q039   q040   q041   q042   q043   q044   q045   q046   q047   q048   q049   q050   q051   q052   q053   q054   q055   q056   q057   q058   q059   q060   q061   q062   q063   q064   q065   q066   q067   q068   q069   q070   q071   q072   q073   q074   q075   q076   q077   q078   q079   q080   q081   q082   q083   q084   q085   q086   q087   q088   q089   q090   q091   q092   q093   q094   q095   q096   q097   q098   q099   q100  
329   CYS 2   H  0     0      26.945 28.947 253   -9.065  -8.533  -7.699  -7.469  -6.585  -6.359  -6.064  -5.977  -5.831  -5.697  -5.497  -4.988  -4.686  -4.614  -4.51   -4.372  -4.208  -4.001  -3.874  -3.66   -3.56   -3.343 -2.962 -2.743 -2.647 -2.479 -2.452 -2.413 -2.347 -2.056 -1.891 -1.81  -1.698 -1.655 -1.52  -1.283 -1.201 -0.989 -0.894 -0.838 -0.778 -0.596 -0.436 -0.266 -0.121 0.061  0.226  0.291  0.369  0.503  0.728  0.845  1.103  1.218  1.322  1.403  1.474  1.543  1.579  1.65   1.993  2.19   2.286  2.392  2.569  2.847  2.981  3.028  3.19   3.443  3.777  3.926  4.072  4.134  4.169  4.358  4.61   4.742  5.03   5.163  5.2    5.388  5.476  5.677  6.142  6.386  6.548  7.028  7.26   7.377  7.736  8.772  9.92   10.142 10.491 10.742 11.1   11.236 11.622 13.763 15.294
330   CYS 2   H  0     0      28.947 30.5   267   -10.225 -7.746  -7.186  -6.648  -6.18   -5.988  -5.839  -5.718  -5.636  -5.301  -5.231  -5.132  -5.005  -4.754  -4.722  -4.574  -4.377  -4.241  -4.07   -3.853  -3.792  -3.567 -3.393 -3.297 -3.177 -2.997 -2.862 -2.643 -2.612 -2.554 -2.479 -2.343 -2.161 -1.946 -1.835 -1.646 -1.594 -1.428 -1.328 -1.173 -1.123 -1.046 -0.844 -0.665 -0.529 -0.456 -0.393 -0.328 -0.236 -0.157 -0.035 0.232  0.41   0.718  0.847  1.097  1.278  1.459  1.581  1.68   1.743  1.871  1.944  2.061  2.231  2.307  2.403  2.617  2.735  2.856  2.971  3.143  3.218  3.406  3.525  3.603  3.698  3.83   3.932  4.081  4.395  4.511  4.693  4.928  5.104  5.2    5.371  5.46   5.723  6.14   6.674  6.926  7.034  7.571  7.978  8.407  8.778  9.079  9.989  10.799 13.647
331   CYS 2   H  0     0.03   5.5    21.644 99    -8.863  -8.801  -8.201  -8.063  -7.559  -7.509  -7.35   -7.086  -6.393  -5.847  -5.219  -5.083  -4.648  -4.478  -4.437  -4.421  -4.371  -3.769  -3.451  -2.993  -2.684  -2.55  -2.442 -2.267 -2.044 -1.93  -1.893 -1.809 -1.705 -1.501 -1.192 -1.015 -0.821 -0.695 -0.547 -0.439 -0.355 -0.324 -0.245 -0.039 0.038  0.068  0.132  0.223  0.468  0.559  0.643  0.883  0.938  0.947  1.01   1.152  1.295  1.331  1.385  1.389  1.576  1.691  1.767  1.814  2.404  2.567  2.621  2.662  2.672  2.812  2.888  3.01   3.189  3.346  3.449  3.606  3.832  3.989  4.051  4.088  4.171  4.279  4.328  4.422  4.592  4.697  4.891  5.181  5.394  5.645  5.817  6.187  6.334  6.825  7.103  7.809  7.902  8.302  10.111 10.903 12.453 12.88  14.418 14.805 21.441
332   CYS 2   H  0     0.03   21.644 23.601 111   -9.713  -9.447  -8.377  -8.163  -7.511  -7.194  -6.63   -6.134  -5.744  -5.624  -5.587  -5.432  -5.102  -4.784  -4.369  -4.201  -4.12   -4.008  -3.893  -3.866  -3.797  -3.533 -3.319 -3.075 -3.038 -2.922 -2.706 -2.086 -1.724 -1.581 -1.502 -1.189 -1.094 -0.99  -0.957 -0.836 -0.685 -0.628 -0.472 -0.346 -0.261 -0.241 -0.132 0.06   0.122  0.154  0.205  0.235  0.304  0.322  0.639  0.725  0.935  1.091  1.209  1.353  1.389  1.469  1.548  1.656  1.71   1.731  1.83   1.987  2.144  2.336  2.456  2.596  2.656  2.709  2.765  3.034  3.117  3.373  3.623  4.033  4.193  4.502  4.963  5.234  5.29   5.538  5.659  5.688  5.782  5.864  5.947  6.251  6.551  6.674  6.764  7.291  8.158  8.921  10.155 10.519 11.64  12.533 13.809 16.252 20.541
333   CYS 2   H  0     0.03   23.601 25.175 147   -9.714  -7.778  -6.373  -6.145  -6.035  -5.459  -5.195  -4.346  -4.163  -4.076  -3.984  -3.833  -3.623  -3.422  -3.349  -3.267  -3.138  -2.849  -2.709  -2.633  -2.554  -2.392 -2.302 -2.179 -2.099 -1.984 -1.814 -1.762 -1.61  -1.545 -1.451 -1.349 -1.296 -1.192 -1.013 -0.984 -0.948 -0.872 -0.778 -0.722 -0.702 -0.604 -0.515 -0.442 -0.25  -0.199 -0.156 -0.118 0.026  0.142  0.268  0.581  1.098  1.271  1.472  1.582  1.716  1.795  2.181  2.373  2.668  2.811  2.99   3.174  3.202  3.348  3.686  4.053  4.362  4.591  4.787  5.157  5.41   5.578  5.658  5.923  6.125  6.192  6.381  6.513  6.666  6.818  7.038  7.174  7.194  7.298  7.532  7.792  8.044  8.088  8.721  8.796  9.111  9.269  9.421  9.72   10.168 11.619 12.899 13.293 13.649
334   CYS 2   H  0     0.03   25.175 27.191 67    -8.657  -7.907  -7.519  -7.515  -7.015  -6.714  -6.673  -6.419  -6.006  -5.396  -4.998  -4.734  -4.642  -4.301  -4.031  -3.946  -3.85   -3.783  -3.78   -3.724  -3.594  -3.323 -3.258 -3.065 -2.387 -2.026 -1.776 -1.555 -1.401 -1.271 -1.141 -0.982 -0.771 -0.376 -0.235 -0.216 -0.169 -0.129 -0.074 0.128  0.253  0.346  0.625  0.819  0.947  1.005  1.267  1.688  1.724  1.862  2.098  2.201  2.276  2.321  2.462  2.612  2.767  2.942  3.068  3.128  3.602  4.056  4.417  4.694  4.867  4.876  4.93   5.039  5.245  5.299  5.334  5.408  5.639  5.868  5.981  6.204  6.434  6.578  6.899  7.213  7.25   7.324  7.421  7.551  7.793  8.123  8.646  9.01   9.259  9.325  9.374  9.462  10.041 10.303 10.34  10.537 11.168 12.208 14.79  16.21  16.536
335   CYS 2   H  0     0.03   27.191 30.5   119   -8.423  -7.758  -7.43   -6.908  -6.24   -4.968  -4.684  -4.521  -4.13   -3.644  -3.518  -3.435  -3.416  -3.239  -2.84   -2.604  -2.579  -2.547  -2.53   -2.45   -2.327  -2.219 -1.77  -1.681 -1.661 -1.628 -1.585 -1.527 -1.297 -1.247 -1.156 -1.02  -0.865 -0.635 -0.591 -0.57  -0.514 -0.465 -0.409 -0.189 0.036  0.3    0.523  0.733  0.799  0.904  0.965  1.206  1.464  1.612  1.67   1.707  1.738  1.905  2.102  2.328  2.38   2.538  2.743  3.016  3.061  3.098  3.245  3.46   3.476  3.683  4.175  4.35   4.392  4.56   4.789  4.852  4.928  4.996  5.058  5.164  5.211  5.287  6.126  6.365  6.444  6.529  6.562  6.603  6.767  7.205  7.442  7.713  7.824  8.271  8.977  9.989  11.039 11.949 12.216 12.409 12.919 14.609 16.342 16.936 18.611
336   CYS 2   H  0.03  0.096  5.5    19.921 143   -9.859  -8.323  -7.461  -7.114  -6.504  -6.437  -6.041  -5.507  -5.163  -4.902  -4.805  -4.536  -4.049  -3.837  -3.647  -3.363  -3.194  -3.062  -2.908  -2.812  -2.795  -2.778 -2.547 -2.29  -2.206 -1.874 -1.8   -1.576 -1.437 -1.311 -1.257 -1.173 -1.118 -0.998 -0.921 -0.752 -0.569 -0.214 0.019  0.195  0.276  0.322  0.584  0.733  0.743  0.843  0.948  1.128  1.396  1.478  1.616  1.82   2.015  2.096  2.27   2.437  2.499  2.591  2.864  2.876  3.039  3.225  3.331  3.385  3.529  3.549  3.61   3.775  3.9    4.062  4.129  4.153  4.351  4.684  4.792  5.221  5.43   5.639  5.847  5.971  6.106  6.251  6.343  6.63   7.027  7.271  7.537  7.881  7.994  8.14   8.385  8.533  8.817  8.918  10.054 10.211 10.644 12.148 15.697 16.427 16.88 
337   CYS 2   H  0.03  0.096  19.921 21.862 59    -9.4    -8.941  -8.589  -8.516  -8.005  -7.138  -6.774  -6.501  -6.105  -5.636  -5.048  -4.808  -4.751  -4.72   -4.674  -4.561  -4.474  -4.414  -4.091  -3.693  -3.523  -3.404 -3.398 -3.359 -3.297 -3.138 -2.987 -2.976 -2.937 -2.86  -2.834 -2.832 -2.602 -2.418 -2.4   -2.34  -2.241 -2.131 -2.018 -1.909 -1.817 -1.756 -1.728 -1.72  -1.686 -1.652 -1.635 -1.551 -1.386 -1.339 -1.337 -1.309 -1.24  -1.068 -0.949 -0.872 -0.798 -0.699 -0.391 -0.173 -0.104 0.059  0.272  0.47   0.647  0.751  0.885  1.054  1.313  1.596  1.78   1.908  1.911  1.927  1.952  1.977  2.001  2.021  2.085  2.212  2.306  2.385  2.94   3.387  3.446  3.64   3.962  4.127  4.257  4.48   5.015  6.142  6.705  6.923  7.152  7.356  7.431  7.592  7.861  10.268 13.489
338   CYS 2   H  0.03  0.096  21.862 23.594 139   -7.424  -6.448  -6.195  -5.826  -5.224  -4.523  -4.408  -4.196  -4.063  -4.002  -3.775  -3.657  -3.232  -3.104  -2.823  -2.656  -2.605  -2.388  -2.073  -2.025  -2.012  -1.826 -1.803 -1.729 -1.632 -1.578 -1.406 -1.32  -1.103 -1.034 -0.891 -0.737 -0.678 -0.617 -0.583 -0.502 -0.485 -0.439 -0.282 -0.12  -0.022 0.232  0.366  0.54   0.675  0.828  0.92   0.942  0.98   1.047  1.257  1.333  1.535  1.718  1.784  1.884  1.942  2.025  2.081  2.248  2.435  2.599  2.943  3.3    3.367  3.508  3.726  3.804  3.924  4.019  4.169  4.363  4.527  4.751  4.88   5.007  5.151  5.26   5.348  5.597  5.705  5.906  6.031  6.469  6.549  6.992  7.19   7.385  7.63   7.946  8.806  9.11   9.865  10.725 10.937 11.154 11.912 12.7   13.837 15.504 18.107
339   CYS 2   H  0.03  0.096  23.594 25.729 118   -10.128 -8.987  -8.298  -7.654  -7.15   -6.705  -6.591  -5.482  -4.796  -4.697  -4.556  -4.412  -4.121  -3.9    -3.567  -3.412  -3.165  -2.642  -2.455  -2.193  -2.023  -1.667 -1.378 -1.331 -1.218 -1.194 -1.111 -0.949 -0.864 -0.818 -0.57  -0.543 -0.385 -0.202 -0.155 -0.112 -0.083 0.054  0.377  0.423  0.547  0.748  0.794  0.887  1.051  1.139  1.218  1.242  1.258  1.363  1.504  1.629  1.855  1.967  2.012  2.131  2.218  2.239  2.247  2.256  2.298  2.365  2.373  2.401  2.421  2.428  2.519  2.843  2.89   2.959  3.041  3.078  3.088  3.326  3.777  3.95   4.739  4.881  4.936  5.136  5.274  5.335  5.515  5.549  5.668  5.99   6.171  6.32   6.985  7.407  7.489  7.892  8.228  8.262  9.572  9.923  10.687 11.607 12.477 16.498 19.124
340   CYS 2   H  0.03  0.096  25.729 30.5   107   -7.819  -7.633  -6.774  -5.574  -5.371  -4.95   -4.446  -4.163  -4.032  -3.97   -3.882  -3.558  -3.386  -3.216  -3.056  -2.949  -2.81   -2.678  -2.348  -2.133  -1.923  -1.846 -1.713 -1.574 -1.416 -1.218 -1.181 -1.075 -0.909 -0.637 -0.481 -0.432 -0.301 -0.225 -0.128 -0.022 0.249  0.457  0.692  0.714  0.817  0.915  1.049  1.186  1.203  1.317  1.515  1.763  1.92   1.988  2.011  2.021  2.078  2.173  2.31   2.376  2.452  2.537  2.65   2.708  2.75   2.759  2.867  3.049  3.592  3.786  3.99   4.265  4.468  4.529  4.684  4.852  5.12   5.412  5.528  5.826  6.202  6.431  6.543  6.655  6.948  7.128  7.286  7.788  7.887  8.067  8.539  8.666  8.738  8.893  9.036  9.29   9.533  10.037 10.494 10.661 11.582 12.243 14.12  15.741 16.098
341   CYS 2   H  0.096 0.238  5.5    17.275 88    -10.609 -10.129 -9.084  -8.741  -8.326  -7.833  -7.526  -6.703  -6.42   -5.999  -5.799  -5.217  -4.796  -4.459  -3.697  -3.38   -3.277  -3.265  -3.146  -3.024  -2.95   -2.91  -2.875 -2.805 -2.55  -2.514 -2.5   -2.381 -2.261 -2.166 -1.856 -1.712 -1.463 -1.396 -1.292 -1.154 -1.041 -0.922 -0.684 -0.684 -0.658 -0.521 -0.449 -0.438 -0.43  -0.427 -0.411 -0.336 0.032  0.151  0.286  0.446  0.519  0.645  1.054  1.189  1.309  1.453  1.534  1.579  1.66   1.695  1.84   1.868  1.914  2.27   2.599  2.7    2.79   2.945  3.097  3.187  3.232  3.443  3.688  3.881  4.202  4.22   4.579  4.746  4.871  5.003  5.235  5.583  5.816  5.849  6.318  6.811  7.075  7.231  7.484  7.87   8.178  8.468  8.7    9.566  10.193 10.926 12.237 13.695 15.03 
342   CYS 2   H  0.096 0.238  17.275 19.157 120   -8.442  -8.039  -7.389  -6.629  -6.518  -6.391  -6.187  -6.09   -5.815  -5.317  -5.188  -5.131  -5.062  -4.99   -4.926  -4.804  -4.758  -4.71   -4.645  -4.55   -4.501  -4.393 -4.249 -4.177 -4.129 -4.022 -3.87  -3.701 -3.621 -3.497 -3.388 -3.346 -2.832 -2.612 -2.541 -2.516 -2.502 -2.33  -2.197 -2.096 -1.846 -1.692 -1.591 -1.509 -1.4   -1.253 -1.129 -1.03  -0.899 -0.791 -0.756 -0.728 -0.687 -0.648 -0.536 -0.275 -0.011 0.075  0.098  0.36   0.554  0.684  0.84   1.02   1.147  1.277  1.588  1.747  1.777  1.824  1.864  2.023  2.385  2.494  2.864  2.98   3.076  3.215  3.268  3.295  3.492  3.677  4.094  5.191  5.672  5.899  6.362  6.724  7.472  7.785  7.996  8.524  9.138  9.627  9.981  10.378 12.843 13.203 14.41  17.076 19.897
343   CYS 2   H  0.096 0.238  19.157 20.803 127   -8.372  -7.849  -6.557  -5.824  -5.307  -5.26   -5.118  -4.909  -4.401  -4.276  -4.269  -4.14   -4.081  -3.926  -3.776  -3.696  -3.391  -3.304  -3.245  -3.145  -2.976  -2.718 -2.56  -2.514 -2.276 -2.256 -2.241 -2.216 -1.992 -1.792 -1.671 -1.507 -1.437 -1.398 -1.283 -1.18  -1.142 -1.091 -1.05  -0.921 -0.655 -0.617 -0.574 -0.561 -0.464 -0.335 -0.247 -0.226 -0.157 -0.117 -0.042 -0.033 0.028  0.095  0.251  0.272  0.347  0.489  0.539  0.924  1.338  1.452  1.651  1.92   2.117  2.33   2.878  2.964  3.171  3.355  3.421  3.457  3.561  3.603  3.699  3.89   3.951  4.009  4.225  4.429  4.613  5.001  5.145  5.306  5.461  5.498  5.703  6.006  6.207  6.727  7.398  7.988  8.4    8.81   9.028  10.401 11.522 12.496 12.797 14.664 16.168
344   CYS 2   H  0.096 0.238  20.803 23.036 104   -12.986 -9.797  -8.787  -7.741  -6.747  -6.65   -6.452  -6.228  -6.031  -5.707  -5.593  -5.506  -5.104  -4.62   -4.459  -4.283  -4.219  -4.005  -3.783  -3.751  -3.727  -3.616 -3.54  -3.196 -3.026 -2.992 -2.917 -2.742 -2.383 -2.243 -2.23  -2.203 -2.1   -1.373 -1.235 -0.982 -0.775 -0.369 -0.279 0.001  0.425  0.524  0.766  1.013  1.069  1.243  1.383  1.465  1.54   1.641  1.74   1.896  2.077  2.171  2.25   2.365  2.51   2.676  2.729  2.749  2.885  3.159  3.355  3.405  3.426  3.653  3.755  3.763  3.863  4.053  4.149  4.422  4.481  4.56   4.662  4.819  4.848  4.938  5.087  5.402  5.751  5.866  6.02   6.271  6.484  6.586  6.683  6.72   6.8    6.886  6.949  7.872  8.631  8.929  9.024  9.349  9.461  9.745  10.986 11.12  11.739
345   CYS 2   H  0.096 0.238  23.036 30.5   111   -9.495  -8.851  -6.652  -6.182  -5.702  -5.45   -5.088  -4.343  -4.06   -3.912  -3.522  -3.399  -3.308  -3.141  -2.926  -2.566  -2.365  -2.174  -1.793  -1.646  -1.427  -1.383 -1.083 -0.817 -0.749 -0.526 -0.242 0.117  0.273  0.473  0.626  0.741  0.777  0.97   1.275  1.316  1.345  1.408  1.468  1.7    1.821  1.895  1.986  2      2.025  2.106  2.322  2.422  2.449  2.649  2.713  2.729  2.808  3.036  3.156  3.268  3.398  3.675  4.355  4.573  4.586  4.661  4.766  4.779  4.848  4.95   5.03   5.177  5.334  5.396  5.418  5.49   5.684  5.706  5.742  5.781  5.807  5.906  6.035  6.167  6.361  6.579  6.771  6.801  6.932  7.1    7.19   7.276  7.446  7.56   7.926  8.155  8.455  8.674  8.945  9.369  9.565  11.32  12.136 13.244 13.993
346   CYS 2   H  0.238 1      5.5    11.972 104   -8.665  -7.848  -7.784  -7.379  -7.241  -6.614  -6.448  -6.201  -6.026  -5.939  -5.664  -5.444  -5.366  -5.205  -5.144  -4.984  -4.762  -4.664  -4.609  -4.589  -4.498  -4.409 -4.384 -4.214 -4.134 -4.053 -3.971 -3.876 -3.707 -3.467 -3.431 -3.404 -3.374 -3.306 -3.025 -2.771 -2.758 -2.625 -2.606 -2.585 -2.548 -2.438 -2.385 -2.332 -2.262 -2.196 -2.102 -2.042 -2.019 -1.895 -1.765 -1.65  -1.511 -1.452 -1.378 -1.313 -1.065 -0.886 -0.74  -0.688 -0.623 -0.538 -0.463 -0.419 -0.368 -0.238 -0.225 -0.176 -0.1   0.086  0.152  0.212  0.228  0.277  0.369  0.471  0.718  0.821  1.002  1.117  1.19   1.318  1.569  1.81   2.108  2.34   2.537  2.936  3.243  3.522  3.661  3.858  4.02   4.266  4.328  4.783  5.339  5.989  7.125  7.246  8.029 
347   CYS 2   H  0.238 1      11.972 14.344 151   -9.685  -8.57   -7.997  -7.518  -7.099  -6.844  -6.218  -6.11   -5.571  -5.267  -4.959  -4.835  -4.37   -4.314  -4.256  -4.182  -4.072  -3.998  -3.881  -3.799  -3.667  -3.542 -3.388 -3.14  -2.918 -2.776 -2.632 -2.375 -2.123 -2.053 -2.018 -1.868 -1.738 -1.664 -1.646 -1.51  -1.415 -1.361 -1.261 -1.154 -1.085 -0.991 -0.917 -0.812 -0.724 -0.668 -0.439 -0.228 -0.146 -0.056 0.01   0.041  0.081  0.129  0.175  0.302  0.337  0.488  0.672  0.786  0.884  0.978  1.078  1.28   1.389  1.881  2.269  2.461  2.56   2.686  2.889  2.899  2.978  3.147  3.166  3.365  3.691  3.789  4.05   4.232  4.396  4.43   4.541  4.553  4.696  4.97   5.278  5.562  5.623  5.756  5.842  6.021  6.32   7.037  7.979  9.21   9.832  9.932  10.657 11.188 14.583
348   CYS 2   H  0.238 1      14.344 16.221 51    -8.308  -7.172  -6.037  -5.95   -5.862  -5.59   -5.318  -5.151  -4.984  -4.856  -4.727  -4.383  -4.04   -4.027  -4.015  -3.781  -3.548  -3.099  -2.65   -2.565  -2.48   -2.357 -2.234 -2.174 -2.114 -1.994 -1.874 -1.8   -1.726 -1.684 -1.642 -1.625 -1.608 -1.574 -1.541 -1.529 -1.517 -1.399 -1.282 -1.282 -1.282 -1.14  -0.998 -0.987 -0.976 -0.837 -0.699 -0.606 -0.514 -0.26  -0.007 0.246  0.499  0.635  0.77   0.793  0.816  0.917  1.019  1.036  1.054  1.054  1.055  1.647  2.239  2.317  2.395  2.615  2.836  3.03   3.225  3.288  3.352  3.354  3.357  3.803  4.248  4.423  4.597  4.917  5.236  5.566  5.895  5.923  5.951  5.966  5.982  6.252  6.522  7.069  7.615  7.944  8.272  8.351  8.43   9.529  10.627 10.707 10.786 13.645 16.503
349   CYS 2   H  0.238 1      16.221 18.604 149   -9.22   -8.892  -8.611  -7.99   -7.318  -7.112  -7.05   -6.776  -6.41   -6.282  -6.177  -5.973  -5.667  -5.408  -5.297  -5.195  -4.892  -4.423  -4.343  -4.207  -3.935  -3.877 -3.551 -3.183 -3.156 -3.037 -2.991 -2.852 -2.8   -2.569 -2.441 -2.396 -2.358 -2.227 -2.109 -1.885 -1.742 -1.646 -1.402 -1.038 -0.974 -0.814 -0.714 -0.505 -0.388 -0.349 -0.225 -0.089 -0.025 0.113  0.176  0.295  0.404  0.477  0.519  0.653  0.819  0.962  1.097  1.13   1.238  1.355  1.449  1.492  1.586  1.739  1.86   1.989  2.291  2.71   3.225  3.343  3.524  3.78   3.95   4.87   4.927  4.979  5.148  5.325  5.414  5.573  5.65   5.709  5.879  6.093  6.246  6.328  6.415  7.008  7.44   8.427  8.642  8.874  9.059  9.605  9.772  11.047 12.391 13.646 15.943
350   CYS 2   H  0.238 1      18.604 30.5   104   -11.932 -9.458  -8.789  -8.603  -7.439  -6.929  -6.745  -6.264  -6.019  -5.598  -5.198  -4.988  -4.748  -4.43   -4.146  -3.943  -3.685  -3.406  -3.164  -3.032  -2.826  -2.612 -2.535 -2.459 -2.356 -2.307 -2.116 -1.971 -1.914 -1.807 -1.672 -1.495 -0.989 -0.622 -0.515 -0.302 -0.144 -0.067 -0.002 0.077  0.228  0.359  0.487  0.773  0.86   1.045  1.158  1.245  1.373  1.528  1.656  1.869  1.962  2.04   2.151  2.223  2.625  2.899  2.987  3.042  3.079  3.152  3.262  3.836  3.911  4.042  4.211  4.577  4.749  4.978  5.064  5.088  5.231  5.268  5.382  5.449  5.628  5.677  5.826  6.129  6.242  6.299  6.396  6.429  6.447  6.501  6.665  6.824  7.364  7.696  7.882  8.618  9.725  10.013 10.075 10.124 10.457 10.749 11.245 11.318 13.636
351   CYS 2   L  0     0      5.5    23.379 176   -10.23  -8.954  -7.165  -6.947  -6.458  -6.083  -5.803  -5.711  -5.568  -5.378  -5.206  -4.783  -4.481  -4.31   -4.116  -4.009  -3.662  -3.646  -3.566  -3.448  -3.31   -3.227 -3.038 -2.889 -2.509 -2.447 -2.404 -2.36  -2.292 -2.197 -2.142 -2.106 -2.002 -1.783 -1.676 -1.457 -1.322 -1.244 -1.036 -0.935 -0.828 -0.732 -0.716 -0.645 -0.502 -0.288 -0.174 -0.026 0.194  0.211  0.392  0.526  0.587  0.962  1.172  1.252  1.289  1.337  1.484  1.647  2.026  2.264  2.485  2.698  2.735  2.835  2.886  2.984  3.172  3.205  3.38   3.768  3.876  3.918  3.997  4.086  4.605  4.755  4.839  4.964  5.421  5.586  5.882  6.291  6.411  6.661  6.94   7.104  7.408  7.5    7.617  7.81   8.457  9.035  10.403 11.113 11.321 12.35  12.668 13.824 17.16 
352   CYS 2   L  0     0      23.379 25.257 181   -10.641 -9.883  -8.679  -8.544  -8.208  -8.025  -7.639  -7.278  -7.118  -7.015  -6.83   -5.929  -5.502  -5.192  -4.686  -4.264  -4.076  -3.872  -3.718  -3.623  -3.439  -3.17  -2.774 -2.613 -2.382 -2.139 -1.975 -1.839 -1.769 -1.655 -1.43  -1.327 -1.255 -1.077 -0.995 -0.869 -0.689 -0.63  -0.467 -0.203 -0.061 -0.023 0.021  0.177  0.284  0.565  0.659  0.743  0.873  1.164  1.298  1.545  1.65   1.792  1.942  2.318  2.435  2.737  2.88   2.913  3.041  3.216  3.283  3.463  3.703  3.796  4.046  4.311  4.378  4.474  4.77   4.96   5.072  5.25   5.4    5.414  5.712  6.021  6.208  6.442  6.792  6.843  6.919  7.034  7.22   7.453  7.598  7.794  8.174  8.513  8.591  9.374  9.541  9.858  10.638 10.884 11.192 12.759 13.664 14.114 16.161
353   CYS 2   L  0     0      25.257 26.945 240   -9.744  -7.305  -6.995  -6.646  -6.388  -5.766  -5.498  -5.269  -5.2    -4.989  -4.963  -4.736  -4.603  -4.508  -4.134  -3.947  -3.849  -3.75   -3.572  -3.514  -3.415  -3.317 -3.176 -3.056 -2.949 -2.804 -2.525 -2.309 -2.077 -1.948 -1.706 -1.471 -1.299 -1.221 -1.153 -1.131 -0.999 -0.838 -0.752 -0.678 -0.564 -0.473 -0.288 -0.255 -0.179 -0.01  0.178  0.25   0.298  0.508  0.619  0.71   0.809  0.94   1.151  1.25   1.288  1.397  1.624  1.656  2.024  2.123  2.259  2.576  2.921  3.001  3.075  3.27   3.292  3.381  3.686  3.735  3.802  3.902  3.951  4.01   4.102  4.311  4.486  4.95   5.148  5.275  5.494  5.588  5.838  5.958  6.065  6.152  6.329  6.559  6.944  7.413  7.726  8.407  8.658  9.529  10.201 10.619 11.848 13.47  15.568
354   CYS 2   L  0     0      26.945 28.947 197   -8.784  -6.24   -5.661  -5.26   -5.001  -4.696  -4.211  -3.963  -3.922  -3.838  -3.478  -3.341  -3.269  -3.122  -2.82   -2.686  -2.656  -2.516  -2.385  -2.214  -2.159  -2.03  -1.949 -1.863 -1.657 -1.55  -1.417 -1.318 -1.256 -1.164 -1.065 -0.803 -0.316 -0.191 -0.108 0.168  0.293  0.355  0.41   0.673  0.894  0.988  1.009  1.121  1.218  1.684  1.762  1.811  1.876  2.056  2.176  2.234  2.404  2.635  2.828  2.918  2.935  2.964  3.002  3.09   3.218  3.442  3.455  3.591  3.823  4.027  4.209  4.293  4.329  4.53   4.638  4.958  5.131  5.187  5.268  5.285  5.476  5.579  5.754  5.857  6.108  6.312  6.468  6.641  6.882  7.042  7.398  7.836  7.97   8.019  8.106  8.722  9.075  9.271  9.496  10.111 11.463 12.575 15.136 16.095 22.218
355   CYS 2   L  0     0      28.947 30.5   188   -11.238 -7.566  -7.302  -7.142  -6.851  -6.262  -5.977  -5.863  -5.578  -5.383  -5.149  -5.076  -4.935  -4.826  -4.647  -4.428  -4.128  -3.978  -3.866  -3.688  -3.525  -3.386 -3.065 -2.82  -2.729 -2.547 -2.434 -2.221 -2.15  -2.113 -2.086 -1.865 -1.744 -1.477 -1.191 -1.04  -0.969 -0.922 -0.738 -0.596 -0.404 -0.272 -0.065 -0.01  0.13   0.22   0.471  0.517  0.554  0.608  0.733  0.87   0.908  1.183  1.263  1.387  1.506  1.526  1.662  1.851  1.893  2.04   2.068  2.135  2.226  2.311  2.449  2.564  2.646  2.833  2.858  2.921  2.995  3.076  3.124  3.343  3.61   3.847  4.062  4.092  4.39   4.562  4.662  4.718  5.039  5.528  5.788  6.074  6.224  6.345  6.886  7.014  7.173  7.693  8.082  8.786  9.954  10.286 11.042 11.305 12.246
356   CYS 2   L  0     0.03   5.5    21.644 200   -9.614  -7.986  -7.276  -7.173  -6.795  -6.696  -6.441  -5.629  -5.205  -4.985  -4.689  -4.28   -4.161  -3.601  -3.481  -3.137  -2.907  -2.773  -2.586  -2.452  -2.264  -1.957 -1.885 -1.739 -1.568 -1.454 -1.199 -0.977 -0.847 -0.766 -0.559 -0.461 -0.18  -0.058 0.013  0.177  0.316  0.553  0.614  0.755  0.853  0.931  1.071  1.193  1.22   1.252  1.344  1.424  1.462  1.606  1.716  1.788  1.85   1.969  2.198  2.275  2.415  2.495  2.588  2.782  2.884  2.934  3.05   3.171  3.313  3.402  3.657  3.788  3.988  4.046  4.135  4.162  4.229  4.324  4.612  4.704  4.794  4.931  5.369  5.469  5.603  5.937  5.989  6.064  6.366  6.537  6.787  7.064  7.342  7.532  8.418  9.075  9.563  10.019 10.454 11.151 11.514 11.812 12.405 13.935 20.966
