META Nbins 1500 Nquantiles 101 Nssbin 3 Nsfbin 5 Nnbbin 5
index aa  aai ss lowsf highsf lownb  highnb nsamp q000   q001   q002   q003   q004   q005   q006   q007   q008   q009   q010   q011   q012   q013   q014   q015   q016   q017   q018   q019   q020   q021   q022   q023   q024   q025   q026   q027   q028   q029   q030   q031   q032   q033   q034   q035   q036   q037   q038   q039   q040   q041   q042   q043   q044   q045   q046   q047   q048   q049   q050   q051   q052   q053   q054   q055   q056   q057   q058   q059   q060   q061   q062   q063   q064   q065   q066   q067   q068   q069   q070   q071   q072   q073   q074   q075   q076   q077   q078   q079   q080   q081   q082   q083   q084   q085   q086   q087   q088   q089   q090    q091    q092    q093    q094    q095    q096    q097    q098    q099      q100     
264   ASP 3   H  0.305 0.447  15.386 17.144 410   -4.125 -3.853 -3.712 -3.602 -3.52  -3.428 -3.356 -3.315 -3.276 -3.24  -3.193 -3.111 -3.061 -2.995 -2.963 -2.935 -2.918 -2.896 -2.881 -2.847 -2.821 -2.802 -2.754 -2.704 -2.685 -2.667 -2.645 -2.603 -2.553 -2.534 -2.504 -2.485 -2.476 -2.451 -2.429 -2.396 -2.389 -2.376 -2.357 -2.347 -2.323 -2.296 -2.258 -2.232 -2.198 -2.192 -2.157 -2.114 -2.08  -2.058 -2.037 -2.011 -1.994 -1.971 -1.931 -1.897 -1.873 -1.828 -1.79  -1.758 -1.721 -1.704 -1.646 -1.62  -1.597 -1.568 -1.551 -1.523 -1.49  -1.462 -1.412 -1.359 -1.322 -1.266 -1.218 -1.174 -1.154 -1.109 -1.053 -1.036 -1.022 -0.99  -0.917 -0.89  -0.832 -0.778 -0.724 -0.671 -0.536 -0.404 -0.344  -0.253  -0.143  0.062   0.128   0.398   0.524   0.793   1.447   1.671     7.321    
265   ASP 3   H  0.305 0.447  17.144 30.5   767   -4.898 -3.955 -3.721 -3.62  -3.541 -3.485 -3.435 -3.378 -3.353 -3.282 -3.24  -3.21  -3.17  -3.151 -3.129 -3.113 -3.054 -3.022 -2.996 -2.976 -2.94  -2.91  -2.895 -2.877 -2.857 -2.843 -2.825 -2.794 -2.768 -2.731 -2.699 -2.675 -2.649 -2.636 -2.614 -2.588 -2.539 -2.503 -2.483 -2.45  -2.428 -2.408 -2.386 -2.356 -2.336 -2.309 -2.283 -2.231 -2.213 -2.173 -2.153 -2.115 -2.078 -2.056 -2.038 -2.006 -1.987 -1.961 -1.938 -1.918 -1.882 -1.847 -1.813 -1.794 -1.769 -1.738 -1.694 -1.664 -1.602 -1.542 -1.517 -1.449 -1.425 -1.364 -1.271 -1.227 -1.173 -1.109 -1.059 -0.984 -0.885 -0.852 -0.765 -0.69  -0.63  -0.556 -0.415 -0.303 -0.231 -0.14  -0.009  0.181   0.229   0.356   0.63    0.75    1.106   1.454   1.771   2.378     10.067   
266   ASP 3   H  0.447 0.613  5.5    10.464 494   -3.568 -3.027 -2.884 -2.679 -2.573 -2.454 -2.365 -2.276 -2.212 -2.167 -2.157 -2.122 -2.089 -2.05  -2.037 -2.017 -1.951 -1.919 -1.862 -1.844 -1.82  -1.79  -1.757 -1.736 -1.714 -1.705 -1.686 -1.671 -1.642 -1.625 -1.606 -1.563 -1.538 -1.508 -1.468 -1.418 -1.398 -1.38  -1.365 -1.345 -1.331 -1.306 -1.271 -1.256 -1.238 -1.212 -1.179 -1.153 -1.126 -1.108 -1.071 -1.037 -1.011 -0.971 -0.953 -0.932 -0.901 -0.866 -0.826 -0.751 -0.719 -0.673 -0.638 -0.587 -0.542 -0.49  -0.449 -0.431 -0.388 -0.362 -0.237 -0.187 -0.146 -0.065 -0.031 -0.001 0.071  0.141  0.232  0.251  0.287  0.371  0.488  0.608  0.679  0.721  0.778  0.847  0.894  1.039  1.123   1.377   1.574   1.819   2.086   2.343   2.536   2.762   3.406   5.143     36.476   
267   ASP 3   H  0.447 0.613  10.464 11.866 1046  -3.892 -3.308 -3.206 -3.098 -3.013 -2.954 -2.896 -2.844 -2.781 -2.719 -2.665 -2.632 -2.577 -2.524 -2.46  -2.44  -2.415 -2.372 -2.324 -2.296 -2.257 -2.218 -2.182 -2.16  -2.135 -2.103 -2.079 -2.06  -2.034 -2.01  -1.99  -1.965 -1.931 -1.906 -1.862 -1.84  -1.809 -1.783 -1.758 -1.726 -1.707 -1.688 -1.658 -1.625 -1.597 -1.565 -1.544 -1.511 -1.497 -1.462 -1.444 -1.423 -1.404 -1.374 -1.355 -1.322 -1.303 -1.273 -1.245 -1.205 -1.166 -1.138 -1.116 -1.09  -1.03  -1.006 -0.957 -0.925 -0.889 -0.848 -0.827 -0.781 -0.75  -0.721 -0.675 -0.644 -0.578 -0.53  -0.443 -0.393 -0.334 -0.239 -0.175 -0.127 -0.081 -0.012 0.139  0.229  0.337  0.412  0.49    0.565   0.655   0.812   0.944   1.167   1.394   1.804   2.574   4.081     14.133   
268   ASP 3   H  0.447 0.613  11.866 13.13  522   -4.468 -3.503 -3.365 -3.224 -3.183 -3.139 -3.098 -3.077 -2.991 -2.969 -2.887 -2.815 -2.78  -2.751 -2.701 -2.662 -2.623 -2.587 -2.546 -2.515 -2.492 -2.474 -2.457 -2.439 -2.408 -2.386 -2.368 -2.339 -2.297 -2.263 -2.225 -2.211 -2.189 -2.176 -2.151 -2.122 -2.093 -2.08  -2.069 -2.042 -2.016 -1.985 -1.969 -1.941 -1.905 -1.874 -1.838 -1.802 -1.795 -1.767 -1.752 -1.728 -1.712 -1.692 -1.682 -1.659 -1.636 -1.57  -1.545 -1.5   -1.459 -1.44  -1.392 -1.359 -1.313 -1.3   -1.286 -1.278 -1.255 -1.215 -1.161 -1.131 -1.088 -1.063 -1.027 -0.984 -0.923 -0.861 -0.806 -0.705 -0.616 -0.531 -0.396 -0.319 -0.283 -0.213 -0.151 -0.028 0.024  0.072  0.209   0.444   0.556   0.841   1.002   1.271   1.861   2.552   3.693   5.563     28.247   
269   ASP 3   H  0.447 0.613  13.13  14.772 439   -3.876 -3.505 -3.4   -3.285 -3.21  -3.147 -3.126 -3.11  -3.085 -3.046 -2.99  -2.965 -2.906 -2.87  -2.809 -2.749 -2.707 -2.659 -2.62  -2.604 -2.558 -2.526 -2.487 -2.465 -2.442 -2.415 -2.361 -2.333 -2.314 -2.274 -2.254 -2.215 -2.18  -2.155 -2.134 -2.099 -2.075 -2.03  -2.006 -1.991 -1.951 -1.93  -1.919 -1.888 -1.853 -1.836 -1.806 -1.786 -1.774 -1.756 -1.692 -1.679 -1.631 -1.606 -1.586 -1.532 -1.52  -1.503 -1.474 -1.461 -1.432 -1.392 -1.359 -1.307 -1.272 -1.25  -1.237 -1.217 -1.182 -1.167 -1.106 -1.067 -1.044 -1.027 -1.008 -0.924 -0.867 -0.841 -0.763 -0.661 -0.528 -0.454 -0.436 -0.372 -0.289 -0.147 -0.024 0.048  0.194  0.254  0.363   0.448   0.503   0.727   0.883   1.236   1.722   2.098   3.094   4.021     6.767    
270   ASP 3   H  0.447 0.613  14.772 30.5   793   -4.009 -3.596 -3.441 -3.345 -3.247 -3.21  -3.183 -3.122 -3.086 -3.062 -3.039 -3.029 -2.984 -2.936 -2.896 -2.833 -2.779 -2.753 -2.713 -2.691 -2.657 -2.642 -2.6   -2.55  -2.519 -2.483 -2.452 -2.428 -2.396 -2.368 -2.339 -2.31  -2.291 -2.264 -2.246 -2.222 -2.199 -2.179 -2.15  -2.123 -2.077 -2.058 -2.029 -2.011 -1.968 -1.948 -1.925 -1.904 -1.873 -1.824 -1.79  -1.77  -1.753 -1.736 -1.714 -1.697 -1.667 -1.637 -1.605 -1.577 -1.542 -1.5   -1.479 -1.455 -1.425 -1.396 -1.353 -1.325 -1.275 -1.242 -1.213 -1.167 -1.129 -1.083 -1.02  -0.971 -0.891 -0.822 -0.768 -0.731 -0.691 -0.625 -0.595 -0.547 -0.494 -0.436 -0.374 -0.292 -0.204 -0.07  0.027   0.175   0.371   0.499   0.628   0.868   1.081   1.335   1.844   2.75      24.095   
271   ASP 3   H  0.613 1      5.5    7.68   471   -2.06  -1.989 -1.841 -1.79  -1.738 -1.696 -1.677 -1.594 -1.547 -1.501 -1.489 -1.428 -1.417 -1.37  -1.333 -1.282 -1.247 -1.214 -1.192 -1.159 -1.139 -1.095 -1.066 -1.042 -0.994 -0.951 -0.938 -0.906 -0.865 -0.83  -0.807 -0.792 -0.775 -0.745 -0.719 -0.688 -0.673 -0.638 -0.618 -0.6   -0.575 -0.518 -0.489 -0.461 -0.433 -0.406 -0.379 -0.366 -0.33  -0.31  -0.283 -0.253 -0.226 -0.182 -0.153 -0.122 -0.107 -0.075 -0.054 -0.025 0.008  0.023  0.072  0.079  0.092  0.124  0.147  0.188  0.234  0.263  0.297  0.328  0.364  0.491  0.516  0.536  0.582  0.613  0.628  0.649  0.695  0.755  0.877  0.93   0.96   1.082  1.178  1.26   1.306  1.347  1.521   1.561   1.66    1.843   2.103   2.785   3.3     4.585   6.483   8.301     34.676   
272   ASP 3   H  0.613 1      7.68   9.038  1160  -3.145 -2.254 -2.113 -2.033 -1.98  -1.943 -1.881 -1.85  -1.823 -1.793 -1.778 -1.742 -1.722 -1.704 -1.687 -1.669 -1.632 -1.608 -1.595 -1.567 -1.55  -1.531 -1.5   -1.472 -1.435 -1.413 -1.383 -1.353 -1.325 -1.303 -1.286 -1.259 -1.22  -1.194 -1.159 -1.146 -1.126 -1.097 -1.067 -1.048 -1.02  -0.999 -0.978 -0.958 -0.932 -0.905 -0.89  -0.872 -0.862 -0.834 -0.824 -0.811 -0.777 -0.736 -0.709 -0.674 -0.636 -0.606 -0.574 -0.552 -0.525 -0.507 -0.478 -0.431 -0.404 -0.37  -0.335 -0.276 -0.245 -0.202 -0.182 -0.146 -0.118 -0.066 -0.019 0.037  0.097  0.142  0.215  0.261  0.338  0.386  0.434  0.502  0.634  0.693  0.754  0.816  0.906  1.019  1.17    1.28    1.413   1.598   1.91    2.23    2.484   3.029   3.945   5.323     13.326   
273   ASP 3   H  0.613 1      9.038  10.301 578   -3.191 -2.826 -2.515 -2.4   -2.324 -2.271 -2.215 -2.146 -2.085 -2.044 -2.018 -1.991 -1.949 -1.907 -1.892 -1.868 -1.826 -1.801 -1.771 -1.754 -1.737 -1.698 -1.685 -1.645 -1.628 -1.615 -1.589 -1.559 -1.531 -1.5   -1.479 -1.458 -1.445 -1.433 -1.413 -1.384 -1.359 -1.338 -1.309 -1.294 -1.269 -1.247 -1.233 -1.21  -1.2   -1.181 -1.126 -1.104 -1.09  -1.065 -1.05  -1     -0.981 -0.959 -0.936 -0.906 -0.879 -0.866 -0.843 -0.827 -0.801 -0.774 -0.741 -0.692 -0.67  -0.65  -0.63  -0.6   -0.567 -0.551 -0.518 -0.492 -0.462 -0.425 -0.409 -0.386 -0.378 -0.347 -0.3   -0.239 -0.186 -0.12  -0.079 0.069  0.172  0.254  0.293  0.375  0.475  0.584  0.691   0.77    0.86    0.911   1.046   1.224   1.504   1.944   3.126   4.91      21.85    
274   ASP 3   H  0.613 1      10.301 11.869 430   -3.325 -2.898 -2.744 -2.619 -2.431 -2.302 -2.189 -2.172 -2.131 -2.069 -2.054 -2.036 -1.998 -1.96  -1.941 -1.921 -1.912 -1.904 -1.876 -1.853 -1.833 -1.795 -1.776 -1.758 -1.728 -1.713 -1.696 -1.688 -1.669 -1.65  -1.63  -1.606 -1.593 -1.554 -1.54  -1.504 -1.484 -1.46  -1.444 -1.402 -1.386 -1.358 -1.321 -1.305 -1.277 -1.254 -1.23  -1.215 -1.202 -1.185 -1.177 -1.144 -1.114 -1.103 -1.09  -1.066 -1.05  -1.028 -0.995 -0.984 -0.953 -0.923 -0.891 -0.861 -0.819 -0.79  -0.735 -0.709 -0.673 -0.626 -0.593 -0.546 -0.51  -0.468 -0.438 -0.409 -0.255 -0.215 -0.166 -0.151 -0.056 -0.012 0.015  0.048  0.082  0.14   0.181  0.248  0.323  0.387  0.448   0.564   0.702   0.841   0.931   1.397   1.615   1.969   2.861   3.65      8.812    
275   ASP 3   H  0.613 1      11.869 30.5   649   -3.367 -3.048 -2.827 -2.643 -2.575 -2.507 -2.454 -2.406 -2.332 -2.261 -2.221 -2.195 -2.165 -2.126 -2.102 -2.058 -2.031 -1.984 -1.956 -1.925 -1.912 -1.894 -1.876 -1.862 -1.838 -1.814 -1.797 -1.779 -1.762 -1.738 -1.723 -1.71  -1.696 -1.684 -1.649 -1.624 -1.602 -1.574 -1.562 -1.549 -1.533 -1.52  -1.509 -1.476 -1.463 -1.45  -1.431 -1.405 -1.373 -1.354 -1.345 -1.324 -1.312 -1.289 -1.27  -1.25  -1.221 -1.203 -1.182 -1.16  -1.134 -1.102 -1.08  -1.038 -1.019 -1     -0.99  -0.976 -0.938 -0.923 -0.897 -0.861 -0.803 -0.767 -0.713 -0.693 -0.662 -0.628 -0.576 -0.54  -0.495 -0.446 -0.385 -0.335 -0.285 -0.212 -0.185 -0.083 0.024  0.149  0.322   0.445   0.525   0.625   0.802   1.075   1.36    1.493   1.718   2.86      27.877   
276   ASP 3   L  0     0.131  5.5    19.67  1083  -5.198 -4.765 -4.506 -4.363 -4.268 -4.203 -4.068 -3.959 -3.891 -3.806 -3.751 -3.698 -3.655 -3.592 -3.544 -3.48  -3.437 -3.378 -3.312 -3.271 -3.183 -3.137 -3.074 -3.009 -2.966 -2.901 -2.849 -2.827 -2.79  -2.735 -2.671 -2.644 -2.604 -2.56  -2.533 -2.501 -2.439 -2.404 -2.371 -2.343 -2.306 -2.283 -2.253 -2.217 -2.189 -2.178 -2.138 -2.106 -2.073 -2.036 -2.009 -1.971 -1.934 -1.907 -1.889 -1.858 -1.831 -1.794 -1.773 -1.736 -1.697 -1.63  -1.593 -1.554 -1.532 -1.494 -1.457 -1.415 -1.374 -1.342 -1.323 -1.285 -1.238 -1.195 -1.113 -1.067 -1.025 -0.971 -0.913 -0.849 -0.799 -0.706 -0.677 -0.606 -0.496 -0.391 -0.306 -0.196 -0.094 0.062  0.163   0.282   0.464   0.631   0.915   1.177   1.43    2.207   3.855   6.338     390.055  
277   ASP 3   L  0     0.131  19.67  22.008 1522  -6.323 -5.073 -4.777 -4.641 -4.468 -4.4   -4.343 -4.209 -4.132 -4.029 -3.975 -3.909 -3.847 -3.793 -3.726 -3.685 -3.643 -3.576 -3.514 -3.472 -3.419 -3.383 -3.346 -3.28  -3.244 -3.204 -3.17  -3.145 -3.111 -3.07  -3.018 -2.961 -2.934 -2.898 -2.876 -2.84  -2.809 -2.78  -2.749 -2.719 -2.691 -2.663 -2.623 -2.59  -2.561 -2.536 -2.483 -2.443 -2.395 -2.353 -2.327 -2.281 -2.214 -2.176 -2.149 -2.108 -2.077 -2.021 -1.987 -1.938 -1.9   -1.867 -1.824 -1.784 -1.733 -1.694 -1.644 -1.607 -1.576 -1.543 -1.512 -1.468 -1.399 -1.354 -1.285 -1.232 -1.176 -1.121 -1.066 -0.996 -0.92  -0.865 -0.793 -0.703 -0.585 -0.493 -0.418 -0.365 -0.229 -0.15  -0.001  0.155   0.309   0.545   0.742   0.894   1.2     1.55    2.552   4.214     128.252  
278   ASP 3   L  0     0.131  22.008 24.202 1039  -6.194 -5.188 -5     -4.8   -4.648 -4.575 -4.446 -4.361 -4.264 -4.204 -4.101 -4.029 -3.973 -3.915 -3.874 -3.806 -3.765 -3.718 -3.669 -3.646 -3.585 -3.525 -3.466 -3.411 -3.364 -3.325 -3.27  -3.228 -3.191 -3.169 -3.114 -3.058 -3.004 -2.955 -2.914 -2.868 -2.826 -2.786 -2.753 -2.72  -2.687 -2.657 -2.601 -2.553 -2.52  -2.481 -2.447 -2.415 -2.371 -2.315 -2.274 -2.239 -2.215 -2.18  -2.135 -2.096 -2.058 -2.029 -1.991 -1.925 -1.885 -1.817 -1.773 -1.714 -1.679 -1.642 -1.569 -1.524 -1.467 -1.427 -1.384 -1.327 -1.215 -1.163 -1.112 -1.049 -0.986 -0.918 -0.864 -0.816 -0.767 -0.71  -0.639 -0.58  -0.522 -0.475 -0.395 -0.275 -0.194 -0.018 0.076   0.237   0.34    0.503   0.701   0.867   1.088   1.466   2.082   3.48      19.975   
279   ASP 3   L  0     0.131  24.202 26.847 1175  -6.838 -5.347 -5.144 -4.964 -4.748 -4.625 -4.53  -4.427 -4.366 -4.258 -4.216 -4.151 -4.078 -3.975 -3.925 -3.846 -3.793 -3.726 -3.666 -3.619 -3.578 -3.531 -3.484 -3.412 -3.331 -3.288 -3.255 -3.215 -3.141 -3.101 -3.044 -3.011 -2.981 -2.955 -2.904 -2.86  -2.834 -2.775 -2.73  -2.7   -2.639 -2.597 -2.542 -2.503 -2.468 -2.439 -2.394 -2.355 -2.32  -2.278 -2.232 -2.198 -2.138 -2.111 -2.059 -2.026 -1.995 -1.928 -1.895 -1.851 -1.809 -1.772 -1.743 -1.699 -1.651 -1.576 -1.515 -1.48  -1.435 -1.388 -1.352 -1.322 -1.256 -1.198 -1.145 -1.063 -0.968 -0.909 -0.855 -0.774 -0.727 -0.655 -0.528 -0.45  -0.348 -0.246 -0.16  -0.089 0.003  0.153  0.282   0.453   0.602   0.753   0.919   1.25    1.707   2.286   3.107   4.302     88.116   
280   ASP 3   L  0     0.131  26.847 30.5   1011  -6.372 -5.5   -5.326 -5.154 -5.039 -4.841 -4.74  -4.646 -4.572 -4.414 -4.343 -4.279 -4.198 -4.15  -4.066 -3.96  -3.916 -3.826 -3.763 -3.717 -3.666 -3.623 -3.541 -3.488 -3.432 -3.396 -3.36  -3.285 -3.217 -3.168 -3.093 -3.041 -2.99  -2.918 -2.854 -2.817 -2.751 -2.72  -2.682 -2.621 -2.579 -2.55  -2.511 -2.438 -2.385 -2.354 -2.269 -2.239 -2.169 -2.112 -2.053 -2.018 -1.967 -1.929 -1.904 -1.886 -1.851 -1.795 -1.756 -1.716 -1.683 -1.65  -1.633 -1.601 -1.541 -1.504 -1.46  -1.43  -1.342 -1.3   -1.26  -1.192 -1.149 -1.102 -1.039 -0.99  -0.929 -0.864 -0.804 -0.727 -0.68  -0.59  -0.525 -0.468 -0.379 -0.261 -0.18  -0.084 0.105  0.227  0.301   0.425   0.585   0.72    0.915   1.151   1.53    1.775   2.091   3.405     13.883   
281   ASP 3   L  0.131 0.305  5.5    14.936 1333  -4.93  -4.274 -4.105 -3.929 -3.747 -3.631 -3.529 -3.419 -3.37  -3.304 -3.224 -3.154 -3.082 -3.032 -2.966 -2.892 -2.855 -2.821 -2.761 -2.724 -2.685 -2.635 -2.584 -2.541 -2.508 -2.475 -2.447 -2.407 -2.374 -2.333 -2.294 -2.251 -2.216 -2.18  -2.158 -2.127 -2.062 -2.037 -1.992 -1.96  -1.931 -1.893 -1.861 -1.845 -1.804 -1.745 -1.708 -1.684 -1.651 -1.604 -1.561 -1.544 -1.517 -1.469 -1.442 -1.405 -1.375 -1.338 -1.32  -1.279 -1.232 -1.195 -1.158 -1.11  -1.07  -1.028 -0.989 -0.964 -0.923 -0.882 -0.841 -0.788 -0.755 -0.698 -0.608 -0.551 -0.486 -0.428 -0.362 -0.304 -0.22  -0.149 -0.077 0.021  0.124  0.206  0.338  0.476  0.61   0.751  0.894   1.075   1.227   1.705   2.03    2.638   3.449   4.203   8.177   13.67     181.49   
282   ASP 3   L  0.131 0.305  14.936 16.792 657   -5.001 -4.472 -4.276 -4.022 -3.884 -3.787 -3.715 -3.632 -3.563 -3.434 -3.385 -3.336 -3.254 -3.136 -3.036 -3.012 -2.969 -2.889 -2.822 -2.786 -2.751 -2.712 -2.693 -2.668 -2.631 -2.59  -2.541 -2.52  -2.469 -2.411 -2.39  -2.325 -2.306 -2.252 -2.219 -2.184 -2.163 -2.116 -2.09  -2.046 -2.012 -1.986 -1.97  -1.927 -1.898 -1.879 -1.83  -1.795 -1.778 -1.737 -1.682 -1.657 -1.595 -1.547 -1.529 -1.501 -1.473 -1.454 -1.41  -1.344 -1.3   -1.255 -1.233 -1.213 -1.19  -1.155 -1.11  -1.089 -1.057 -1.008 -0.946 -0.913 -0.85  -0.822 -0.756 -0.713 -0.688 -0.621 -0.574 -0.505 -0.447 -0.4   -0.38  -0.305 -0.254 -0.16  -0.098 -0.043 0.209  0.33   0.38    0.551   0.675   0.938   1.186   1.548   1.985   3.034   3.756   5.172     20.392   
283   ASP 3   L  0.131 0.305  16.792 18.454 1397  -4.934 -4.427 -4.222 -4.037 -3.866 -3.702 -3.639 -3.523 -3.461 -3.372 -3.335 -3.289 -3.219 -3.175 -3.116 -3.055 -3.014 -2.975 -2.935 -2.872 -2.814 -2.746 -2.703 -2.655 -2.613 -2.578 -2.547 -2.515 -2.483 -2.454 -2.425 -2.387 -2.35  -2.314 -2.272 -2.233 -2.2   -2.171 -2.127 -2.09  -2.06  -2.032 -1.966 -1.933 -1.897 -1.875 -1.834 -1.806 -1.767 -1.734 -1.688 -1.654 -1.602 -1.563 -1.521 -1.49  -1.447 -1.408 -1.366 -1.326 -1.294 -1.27  -1.235 -1.195 -1.168 -1.139 -1.096 -1.057 -1.032 -0.983 -0.903 -0.852 -0.805 -0.768 -0.706 -0.657 -0.596 -0.554 -0.491 -0.441 -0.393 -0.348 -0.275 -0.175 -0.075 0.013  0.108  0.2    0.29   0.389  0.518   0.742   0.918   1.133   1.494   1.883   2.541   3.584   4.607   7.743     23.23    
284   ASP 3   L  0.131 0.305  18.454 20.434 1114  -4.977 -4.465 -4.043 -3.919 -3.787 -3.705 -3.669 -3.59  -3.524 -3.437 -3.388 -3.315 -3.264 -3.214 -3.182 -3.135 -3.082 -3.043 -2.97  -2.907 -2.867 -2.824 -2.788 -2.746 -2.706 -2.669 -2.637 -2.585 -2.568 -2.522 -2.485 -2.44  -2.402 -2.373 -2.337 -2.309 -2.28  -2.246 -2.208 -2.184 -2.165 -2.136 -2.098 -2.057 -2.015 -1.973 -1.941 -1.909 -1.863 -1.838 -1.801 -1.784 -1.751 -1.705 -1.687 -1.646 -1.595 -1.548 -1.495 -1.453 -1.432 -1.383 -1.321 -1.291 -1.245 -1.202 -1.153 -1.128 -1.098 -1.05  -1     -0.945 -0.9   -0.865 -0.815 -0.782 -0.728 -0.688 -0.652 -0.616 -0.551 -0.485 -0.382 -0.349 -0.298 -0.226 -0.126 -0.076 0.051  0.1    0.187   0.291   0.499   0.711   1.012   1.232   1.586   2.253   3.541   5.968     26.856   
285   ASP 3   L  0.131 0.305  20.434 30.5   1250  -5.409 -4.601 -4.378 -4.165 -4.017 -3.892 -3.726 -3.608 -3.501 -3.449 -3.407 -3.336 -3.268 -3.21  -3.157 -3.126 -3.083 -3.054 -2.988 -2.947 -2.899 -2.865 -2.812 -2.751 -2.708 -2.664 -2.626 -2.6   -2.573 -2.537 -2.502 -2.459 -2.424 -2.403 -2.379 -2.344 -2.311 -2.277 -2.242 -2.206 -2.149 -2.126 -2.073 -2.048 -1.988 -1.941 -1.905 -1.87  -1.844 -1.801 -1.762 -1.711 -1.681 -1.667 -1.618 -1.583 -1.548 -1.513 -1.467 -1.439 -1.404 -1.367 -1.338 -1.301 -1.259 -1.213 -1.17  -1.127 -1.1   -1.063 -1.035 -0.998 -0.952 -0.918 -0.874 -0.83  -0.769 -0.722 -0.659 -0.622 -0.58  -0.506 -0.398 -0.322 -0.228 -0.162 -0.059 0.008  0.084  0.145  0.251   0.346   0.469   0.603   0.704   0.845   1.122   1.427   1.894   3.293     25.746   
286   ASP 3   L  0.305 0.447  5.5    12.358 1090  -4.59  -3.641 -3.469 -3.257 -3.156 -3.079 -2.95  -2.823 -2.733 -2.634 -2.597 -2.526 -2.481 -2.421 -2.372 -2.333 -2.305 -2.266 -2.214 -2.154 -2.098 -2.072 -2.014 -1.974 -1.939 -1.907 -1.88  -1.837 -1.804 -1.778 -1.739 -1.694 -1.665 -1.62  -1.581 -1.555 -1.535 -1.504 -1.464 -1.405 -1.377 -1.361 -1.329 -1.288 -1.262 -1.235 -1.209 -1.179 -1.134 -1.104 -1.074 -1.053 -1.026 -0.985 -0.941 -0.896 -0.845 -0.808 -0.754 -0.725 -0.667 -0.642 -0.596 -0.555 -0.522 -0.489 -0.45  -0.406 -0.366 -0.321 -0.265 -0.182 -0.086 -0.045 0.011  0.071  0.12   0.174  0.228  0.266  0.325  0.416  0.489  0.602  0.669  0.737  0.825  0.929  1.052  1.294  1.457   1.67    1.815   2.16    2.552   3.145   3.546   3.989   5.746   7.602     59.94    
287   ASP 3   L  0.305 0.447  12.358 13.995 1464  -4.704 -3.832 -3.558 -3.373 -3.199 -3.08  -2.979 -2.867 -2.788 -2.705 -2.618 -2.528 -2.47  -2.436 -2.388 -2.317 -2.253 -2.198 -2.168 -2.134 -2.082 -2.034 -2.004 -1.964 -1.93  -1.882 -1.853 -1.826 -1.795 -1.762 -1.732 -1.703 -1.668 -1.637 -1.599 -1.575 -1.554 -1.523 -1.491 -1.464 -1.433 -1.412 -1.384 -1.351 -1.305 -1.279 -1.244 -1.205 -1.18  -1.136 -1.11  -1.08  -1.054 -1.019 -0.981 -0.947 -0.913 -0.884 -0.847 -0.82  -0.79  -0.766 -0.736 -0.709 -0.655 -0.619 -0.593 -0.564 -0.52  -0.459 -0.392 -0.332 -0.281 -0.197 -0.15  -0.097 -0.064 0.004  0.053  0.103  0.168  0.209  0.271  0.344  0.424  0.555  0.659  0.732  0.845  0.927  1.053   1.218   1.337   1.639   1.889   2.321   2.573   3.365   4.558   8.07      141.384  
288   ASP 3   L  0.305 0.447  13.995 15.386 767   -4.444 -3.749 -3.597 -3.382 -3.23  -3.119 -3.044 -2.943 -2.886 -2.819 -2.723 -2.68  -2.62  -2.56  -2.486 -2.445 -2.389 -2.347 -2.28  -2.224 -2.188 -2.153 -2.118 -2.088 -2.04  -2.006 -1.972 -1.924 -1.893 -1.872 -1.844 -1.822 -1.793 -1.771 -1.755 -1.732 -1.689 -1.678 -1.66  -1.638 -1.609 -1.575 -1.551 -1.519 -1.482 -1.467 -1.422 -1.391 -1.356 -1.331 -1.288 -1.249 -1.202 -1.166 -1.116 -1.075 -1.053 -1.026 -1.006 -0.984 -0.949 -0.897 -0.874 -0.831 -0.81  -0.773 -0.724 -0.699 -0.662 -0.634 -0.583 -0.556 -0.519 -0.452 -0.422 -0.377 -0.353 -0.296 -0.202 -0.145 -0.092 -0.022 0.105  0.19   0.312  0.363  0.445  0.492  0.586  0.686  0.825   0.957   1.174   1.474   1.796   2.084   2.671   3.692   4.656   7.606     152.371  
289   ASP 3   L  0.305 0.447  15.386 17.144 1337  -4.392 -3.871 -3.635 -3.432 -3.245 -3.157 -3.088 -2.98  -2.939 -2.89  -2.826 -2.728 -2.675 -2.603 -2.573 -2.52  -2.477 -2.431 -2.398 -2.35  -2.326 -2.253 -2.215 -2.187 -2.136 -2.097 -2.06  -2.02  -1.987 -1.957 -1.934 -1.898 -1.845 -1.815 -1.772 -1.742 -1.715 -1.685 -1.65  -1.623 -1.598 -1.557 -1.525 -1.502 -1.474 -1.444 -1.406 -1.383 -1.341 -1.308 -1.282 -1.241 -1.205 -1.18  -1.148 -1.102 -1.079 -1.053 -1.023 -0.998 -0.973 -0.929 -0.905 -0.87  -0.827 -0.772 -0.717 -0.685 -0.641 -0.598 -0.528 -0.476 -0.437 -0.402 -0.357 -0.305 -0.248 -0.197 -0.154 -0.092 -0.044 0.029  0.081  0.132  0.176  0.244  0.306  0.419  0.518  0.628  0.753   0.892   1.073   1.257   1.575   1.875   2.255   2.694   3.723   5.513     115.207  
